PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,TicketNum,TicketStr,FamilySize,Title
502,0,3,0,21.0,0,0,1,364846,9,0,3
503,0,3,0,29.684746478873237,0,0,1,330909,9,0,3
504,0,3,0,37.0,0,0,2,4135,9,0,3
505,1,1,0,16.0,0,0,2,110152,9,0,3
506,0,1,1,18.0,1,0,0,17758,10,1,5
507,1,2,0,33.0,0,2,2,26360,9,2,6
508,1,1,1,29.684746478873237,0,0,2,111427,9,0,5
509,0,3,1,28.0,0,0,2,4001,3,0,5
510,1,3,1,26.0,0,0,2,1601,9,0,5
511,1,3,1,29.0,0,0,1,382651,9,0,5
512,0,3,1,29.684746478873237,0,0,2,3101316,25,0,5
513,1,1,1,36.0,0,0,2,17473,10,0,5
514,1,1,0,54.0,1,0,0,17603,10,1,6
515,0,3,1,24.0,0,0,2,349209,9,0,5
516,0,1,1,47.0,0,0,2,36967,9,0,5
517,1,2,0,34.0,0,0,2,34260,4,0,6
518,0,3,1,29.684746478873237,0,0,1,371110,9,0,5
519,1,2,0,36.0,1,0,2,226875,9,1,6
520,0,3,1,32.0,0,0,2,349242,9,0,5
521,1,1,0,30.0,0,0,2,12749,9,0,3
522,0,3,1,22.0,0,0,2,349252,9,0,5
523,0,3,1,29.684746478873237,0,0,0,2624,9,0,5
524,1,1,0,44.0,0,1,0,111361,9,1,6
525,0,3,1,29.684746478873237,0,0,0,2700,9,0,5
526,0,3,1,40.5,0,0,1,367232,9,0,5
527,1,2,0,50.0,0,0,2,14258,29,0,3
528,0,1,1,29.684746478873237,0,0,2,17483,10,0,5
529,0,3,1,39.0,0,0,2,3101296,9,0,5
530,0,2,1,23.0,2,1,2,29104,9,3,5
531,1,2,0,2.0,1,1,2,26360,9,2,3
532,0,3,1,29.684746478873237,0,0,0,2641,9,0,5
533,0,3,1,17.0,1,1,0,2690,9,2,5
534,1,3,0,29.684746478873237,0,2,0,2668,9,2,6
535,0,3,0,30.0,0,0,2,315084,9,0,3
536,1,2,0,7.0,0,2,2,13529,7,2,3
537,0,1,1,45.0,0,0,2,113050,9,0,8
538,1,1,0,30.0,0,0,0,17761,10,0,3
539,0,3,1,29.684746478873237,0,0,2,364498,9,0,5
540,1,1,0,22.0,0,2,0,13568,9,2,3
541,1,1,0,36.0,0,2,2,5735,30,2,3
542,0,3,0,9.0,4,2,2,347082,9,6,3
543,0,3,0,11.0,4,2,2,347082,9,6,3
544,1,2,1,32.0,1,0,2,2908,9,1,5
545,0,1,1,50.0,1,0,0,17761,10,1,5
546,0,1,1,64.0,0,0,2,693,9,0,5
547,1,2,0,19.0,1,0,2,2908,9,1,6
548,1,2,1,29.684746478873237,0,0,0,2146,21,0,5
549,0,3,1,33.0,1,1,2,363291,9,2,5
550,1,2,1,8.0,1,1,2,33112,4,2,2
551,1,1,1,17.0,0,2,0,17421,9,2,5
552,0,2,1,27.0,0,0,2,244358,9,0,5
553,0,3,1,29.684746478873237,0,0,1,330979,9,0,5
554,1,3,1,22.0,0,0,0,2620,9,0,5
555,1,3,0,22.0,0,0,2,347085,9,0,3
556,0,1,1,62.0,0,0,2,113807,9,0,5
557,1,1,0,48.0,1,0,0,11755,9,1,1
558,0,1,1,29.684746478873237,0,0,0,17757,10,0,5
559,1,1,0,39.0,1,1,2,110413,9,2,6
560,1,3,0,36.0,1,0,2,345572,9,1,6
561,0,3,1,29.684746478873237,0,0,1,372622,9,0,5
562,0,3,1,40.0,0,0,2,349251,9,0,5
563,0,2,1,28.0,0,0,2,218629,9,0,5
564,0,3,1,29.684746478873237,0,0,2,392082,25,0,5
565,0,3,0,29.684746478873237,0,0,2,392087,25,0,3
566,0,3,1,24.0,2,0,2,48871,0,2,5
567,0,3,1,19.0,0,0,2,349205,9,0,5
568,0,3,0,29.0,0,4,2,349909,9,4,6
569,0,3,1,29.684746478873237,0,0,0,2686,9,0,5
570,1,3,1,32.0,0,0,2,350417,9,0,5
571,1,2,1,62.0,0,0,2,752,15,0,5
572,1,1,0,53.0,2,0,2,11769,9,2,6
573,1,1,1,36.0,0,0,2,17474,10,0,5
574,1,3,0,29.684746478873237,0,0,1,14312,9,0,3
575,0,3,1,16.0,0,0,2,20589,0,0,5
576,0,3,1,19.0,0,0,2,358585,9,0,5
577,1,2,0,34.0,0,0,2,243880,9,0,3
578,1,1,0,39.0,1,0,2,13507,9,1,6
579,0,3,0,29.684746478873237,1,0,0,2689,9,1,6
580,1,3,1,32.0,0,0,2,3101286,26,0,5
581,1,2,0,25.0,1,1,2,237789,9,2,3
582,1,1,0,39.0,1,1,0,17421,9,2,6
583,0,2,1,54.0,0,0,2,28403,9,0,5
584,0,1,1,36.0,0,0,0,13049,9,0,5
585,0,3,1,29.684746478873237,0,0,0,3411,9,0,5
586,1,1,0,18.0,0,2,2,110413,9,2,3
587,0,2,1,47.0,0,0,2,237565,9,0,5
588,1,1,1,60.0,1,1,0,13567,9,2,5
589,0,3,1,22.0,0,0,2,14973,9,0,5
590,0,3,1,29.684746478873237,0,0,2,3235,1,0,5
591,0,3,1,35.0,0,0,2,3101273,26,0,5
592,1,1,0,52.0,1,0,0,36947,9,1,6
593,0,3,1,47.0,0,0,2,3902,1,0,5
594,0,3,0,29.684746478873237,0,2,1,364848,9,2,3
595,0,2,1,37.0,1,0,2,29037,17,1,5
596,0,3,1,36.0,1,1,2,345773,9,2,5
597,1,2,0,29.684746478873237,0,0,2,248727,9,0,3
599,0,3,1,29.684746478873237,0,0,0,2664,9,0,5
600,1,1,1,49.0,1,0,0,17485,10,1,8
601,1,2,0,24.0,2,1,2,243847,9,3,6
602,0,3,1,29.684746478873237,0,0,2,349214,9,0,5
603,0,1,1,29.684746478873237,0,0,2,113796,9,0,5
604,0,3,1,44.0,0,0,2,364511,9,0,5
605,1,1,1,35.0,0,0,0,111426,9,0,5
606,0,3,1,36.0,1,0,2,349910,9,1,5
607,0,3,1,30.0,0,0,2,349246,9,0,5
608,1,1,1,27.0,0,0,2,113804,9,0,5
609,1,2,0,22.0,1,2,0,2123,21,3,6
610,1,1,0,40.0,0,0,2,17582,10,0,3
611,0,3,0,39.0,1,5,2,347082,9,6,6
612,0,3,1,29.684746478873237,0,0,2,3101305,25,0,5
613,1,3,0,29.684746478873237,1,0,1,367230,9,1,3
614,0,3,1,29.684746478873237,0,0,1,370377,9,0,5
615,0,3,1,35.0,0,0,2,364512,9,0,5
616,1,2,0,24.0,1,2,2,220845,9,3,3
617,0,3,1,34.0,1,1,2,347080,9,2,5
618,0,3,0,26.0,1,0,2,3336,1,1,6
619,1,2,0,4.0,2,1,2,230136,9,3,3
620,0,2,1,26.0,0,0,2,31028,9,0,5
621,0,3,1,27.0,1,0,0,2659,9,1,5
622,1,1,1,42.0,1,0,2,11753,9,1,5
623,1,3,1,20.0,1,1,0,2653,9,2,5
624,0,3,1,21.0,0,0,2,350029,9,0,5
625,0,3,1,21.0,0,0,2,54636,9,0,5
626,0,1,1,61.0,0,0,2,36963,9,0,5
627,0,2,1,57.0,0,0,1,219533,9,0,7
628,1,1,0,21.0,0,0,2,13502,9,0,3
629,0,3,1,26.0,0,0,2,349224,9,0,5
630,0,3,1,29.684746478873237,0,0,1,334912,9,0,5
631,1,1,1,80.0,0,0,2,27042,9,0,5
632,0,3,1,51.0,0,0,2,347743,9,0,5
633,1,1,1,32.0,0,0,0,13214,9,0,0
634,0,1,1,29.684746478873237,0,0,2,112052,9,0,5
635,0,3,0,9.0,3,2,2,347088,9,5,3
636,1,2,0,28.0,0,0,2,237668,9,0,3
637,0,3,1,32.0,0,0,2,3101292,26,0,5
638,0,2,1,31.0,1,1,2,31921,4,2,5
639,0,3,0,41.0,0,5,2,3101295,9,5,6
640,0,3,1,29.684746478873237,1,0,2,376564,9,1,5
641,0,3,1,20.0,0,0,2,350050,9,0,5
642,1,1,0,24.0,0,0,0,17477,10,0,4
643,0,3,0,2.0,3,2,2,347088,9,5,3
644,1,3,1,29.684746478873237,0,0,2,1601,9,0,5
645,1,3,0,0.75,2,1,0,2666,9,3,3
646,1,1,1,48.0,1,0,0,17572,10,1,5
647,0,3,1,19.0,0,0,2,349231,9,0,5
648,1,1,1,56.0,0,0,0,13213,9,0,8
649,0,3,1,29.684746478873237,0,0,2,751,23,0,5
650,1,3,0,23.0,0,0,2,2314,4,0,3
651,0,3,1,29.684746478873237,0,0,2,349221,9,0,5
652,1,2,0,18.0,0,1,2,231919,9,1,3
653,0,3,1,21.0,0,0,2,8475,9,0,5
654,1,3,0,29.684746478873237,0,0,1,330919,9,0,3
655,0,3,0,18.0,0,0,1,365226,9,0,3
656,0,2,1,24.0,2,0,2,14879,22,2,5
657,0,3,1,29.684746478873237,0,0,2,349223,9,0,5
658,0,3,0,32.0,1,1,1,364849,9,2,6
659,0,2,1,23.0,0,0,2,29751,9,0,5
660,0,1,1,58.0,0,2,0,35273,9,2,5
661,1,1,1,50.0,2,0,2,17611,10,2,0
662,0,3,1,40.0,0,0,0,2623,9,0,5
663,0,1,1,47.0,0,0,2,5727,9,0,5
664,0,3,1,36.0,0,0,2,349210,9,0,5
665,1,3,1,20.0,1,0,2,3101285,26,1,5
666,0,2,1,32.0,2,0,2,14879,22,2,5
667,0,2,1,25.0,0,0,2,234686,9,0,5
668,0,3,1,29.684746478873237,0,0,2,312993,9,0,5
669,0,3,1,43.0,0,0,2,3536,1,0,5
670,1,1,0,29.684746478873237,1,0,2,19996,9,1,6
671,1,2,0,40.0,1,1,2,29750,9,2,6
672,0,1,1,31.0,1,0,2,12750,6,1,5
673,0,2,1,70.0,0,0,2,24580,4,0,5
674,1,2,1,31.0,0,0,2,244270,9,0,5
675,0,2,1,29.684746478873237,0,0,2,239856,9,0,5
676,0,3,1,18.0,0,0,2,349912,9,0,5
677,0,3,1,24.5,0,0,2,342826,9,0,5
678,1,3,0,18.0,0,0,2,4138,9,0,3
679,0,3,0,43.0,1,6,2,2144,4,7,6
680,1,1,1,36.0,0,1,0,17755,10,1,5
681,0,3,0,29.684746478873237,0,0,1,330935,9,0,3
682,1,1,1,27.0,0,0,0,17572,10,0,5
683,0,3,1,20.0,0,0,2,6563,9,0,5
684,0,3,1,14.0,5,2,2,2144,4,7,5
685,0,2,1,60.0,1,1,2,29750,9,2,5
686,0,2,1,25.0,1,2,0,2123,21,3,5
687,0,3,1,14.0,4,1,2,3101295,9,5,5
688,0,3,1,19.0,0,0,2,349228,9,0,5
689,0,3,1,18.0,0,0,2,350036,9,0,5
690,1,1,0,15.0,0,1,2,24160,9,1,3
691,1,1,1,31.0,1,0,2,17474,9,1,5
692,1,3,0,4.0,0,1,0,349256,9,1,3
693,1,3,1,29.684746478873237,0,0,2,1601,9,0,5
694,0,3,1,25.0,0,0,0,2672,9,0,5
695,0,1,1,60.0,0,0,2,113800,9,0,8
696,0,2,1,52.0,0,0,2,248731,9,0,5
697,0,3,1,44.0,0,0,2,363592,9,0,5
698,1,3,0,29.684746478873237,0,0,1,35852,9,0,3
699,0,1,1,49.0,1,1,0,17421,9,2,5
700,0,3,1,42.0,0,0,2,348121,9,0,5
701,1,1,0,18.0,1,0,0,17757,10,1,6
702,1,1,1,35.0,0,0,2,17475,10,0,5
703,0,3,0,18.0,0,1,0,2691,9,1,3
704,0,3,1,25.0,0,0,1,36864,9,0,5
705,0,3,1,26.0,1,0,2,350025,9,1,5
706,0,2,1,39.0,0,0,2,250655,9,0,5
707,1,2,0,45.0,0,0,2,223596,9,0,6
708,1,1,1,42.0,0,0,2,17476,10,0,5
709,1,1,0,22.0,0,0,2,113781,9,0,3
710,1,3,1,29.684746478873237,1,1,0,2661,9,2,2
711,1,1,0,24.0,0,0,0,17482,10,0,4
712,0,1,1,29.684746478873237,0,0,2,113028,9,0,5
713,1,1,1,48.0,1,0,2,19996,9,1,5
714,0,3,1,29.0,0,0,2,7545,9,0,5
715,0,2,1,52.0,0,0,2,250647,9,0,5
716,0,3,1,19.0,0,0,2,348124,9,0,5
717,1,1,0,38.0,0,0,0,17757,10,0,3
718,1,2,0,27.0,0,0,2,34218,9,0,3
719,0,3,1,29.684746478873237,0,0,1,36568,9,0,5
720,0,3,1,33.0,0,0,2,347062,9,0,5
721,1,2,0,6.0,0,1,2,248727,9,1,3
722,0,3,1,17.0,1,0,2,350048,9,1,5
723,0,2,1,34.0,0,0,2,12233,9,0,5
724,0,2,1,50.0,0,0,2,250643,9,0,5
725,1,1,1,27.0,1,0,2,113806,9,1,5
726,0,3,1,20.0,0,0,2,315094,9,0,5
727,1,2,0,30.0,3,0,2,31027,9,3,6
728,1,3,0,29.684746478873237,0,0,1,36866,9,0,3
729,0,2,1,25.0,1,0,2,236853,9,1,5
730,0,3,0,25.0,1,0,2,3101271,27,1,3
731,1,1,0,29.0,0,0,2,24160,9,0,3
732,0,3,1,11.0,0,0,0,2699,9,0,5
733,0,2,1,29.684746478873237,0,0,2,239855,9,0,5
734,0,2,1,23.0,0,0,2,28425,9,0,5
735,0,2,1,23.0,0,0,2,233639,9,0,5
736,0,3,1,28.5,0,0,2,54636,9,0,5
737,0,3,0,48.0,1,3,2,6608,29,4,6
738,1,1,1,35.0,0,0,0,17755,10,0,5
739,0,3,1,29.684746478873237,0,0,2,349201,9,0,5
740,0,3,1,29.684746478873237,0,0,2,349218,9,0,5
741,1,1,1,29.684746478873237,0,0,2,16988,9,0,5
742,0,1,1,36.0,1,0,2,19877,9,1,5
743,1,1,0,21.0,2,2,0,17608,10,4,3
744,0,3,1,24.0,1,0,2,376566,9,1,5
745,1,3,1,31.0,0,0,2,3101288,26,0,5
746,0,1,1,70.0,1,1,2,5735,30,2,8
747,0,3,1,16.0,1,1,2,2673,4,2,5
748,1,2,0,30.0,0,0,2,250648,9,0,3
749,0,1,1,19.0,1,0,2,113773,9,1,5
750,0,3,1,31.0,0,0,1,335097,9,0,5
751,1,2,0,4.0,1,1,2,29103,9,2,3
752,1,3,1,6.0,0,1,2,392096,9,1,2
753,0,3,1,33.0,0,0,2,345780,9,0,5
754,0,3,1,23.0,0,0,2,349204,9,0,5
755,1,2,0,48.0,1,2,2,220845,9,3,6
756,1,2,1,0.67,1,1,2,250649,9,2,2
757,0,3,1,28.0,0,0,2,350042,9,0,5
758,0,2,1,18.0,0,0,2,29108,9,0,5
759,0,3,1,34.0,0,0,2,363294,9,0,5
760,1,1,0,33.0,0,0,2,110152,9,0,1
761,0,3,1,29.684746478873237,0,0,2,358585,9,0,5
762,0,3,1,41.0,0,0,2,3101272,24,0,5
763,1,3,1,20.0,0,0,0,2663,9,0,5
764,1,1,0,36.0,1,2,2,113760,9,3,6
765,0,3,1,16.0,0,0,2,347074,9,0,5
766,1,1,0,51.0,1,0,2,13502,9,1,6
767,0,1,1,29.684746478873237,0,0,0,112379,9,0,0
768,0,3,0,30.5,0,0,1,364850,9,0,3
769,0,3,1,29.684746478873237,1,0,1,371110,9,1,5
770,0,3,1,32.0,0,0,2,8471,9,0,5
771,0,3,1,24.0,0,0,2,345781,9,0,5
772,0,3,1,48.0,0,0,2,350047,9,0,5
773,0,2,0,57.0,0,0,2,3,23,0,6
774,0,3,1,29.684746478873237,0,0,0,2674,9,0,5
775,1,2,0,54.0,1,3,2,29105,9,4,6
776,0,3,1,18.0,0,0,2,347078,9,0,5
777,0,3,1,29.684746478873237,0,0,1,383121,9,0,5
778,1,3,0,5.0,0,0,2,364516,9,0,3
779,0,3,1,29.684746478873237,0,0,1,36865,9,0,5
780,1,1,0,43.0,0,1,2,24160,9,1,6
781,1,3,0,13.0,0,0,0,2687,9,0,3
782,1,1,0,17.0,1,0,2,17474,9,1,6
783,0,1,1,29.0,0,0,2,113501,9,0,5
784,0,3,1,29.684746478873237,1,2,2,6607,29,3,5
785,0,3,1,25.0,0,0,2,3101312,25,0,5
786,0,3,1,25.0,0,0,2,374887,9,0,5
787,1,3,0,18.0,0,0,2,3101265,9,0,3
788,0,3,1,8.0,4,1,1,382652,9,5,2
789,1,3,1,1.0,1,2,2,2315,4,3,2
790,0,1,1,46.0,0,0,0,17593,10,0,5
791,0,3,1,29.684746478873237,0,0,1,12460,9,0,5
792,0,2,1,16.0,0,0,2,239865,9,0,5
793,0,3,0,29.684746478873237,8,2,2,2343,4,10,3
794,0,1,1,29.684746478873237,0,0,0,17600,10,0,5
795,0,3,1,25.0,0,0,2,349203,9,0,5
796,0,2,1,39.0,0,0,2,28213,9,0,5
797,1,1,0,49.0,0,0,2,17465,9,0,0
798,1,3,0,31.0,0,0,2,349244,9,0,6
799,0,3,1,30.0,0,0,0,2685,9,0,5
800,0,3,0,30.0,1,1,2,345773,9,2,6
801,0,2,1,34.0,0,0,2,250647,9,0,5
802,1,2,0,31.0,1,1,2,31921,4,2,6
803,1,1,1,11.0,1,2,2,113760,9,3,2
804,1,3,1,0.42,0,1,0,2625,9,1,2
805,1,3,1,27.0,0,0,2,347089,9,0,5
806,0,3,1,31.0,0,0,2,347063,9,0,5
807,0,1,1,39.0,0,0,2,112050,9,0,5
808,0,3,0,18.0,0,0,2,347087,9,0,3
809,0,2,1,39.0,0,0,2,248723,9,0,5
810,1,1,0,33.0,1,0,2,113806,9,1,6
811,0,3,1,26.0,0,0,2,3474,9,0,5
812,0,3,1,39.0,0,0,2,48871,0,0,5
813,0,2,1,35.0,0,0,2,28206,9,0,5
814,0,3,0,6.0,4,2,2,347082,9,6,3
815,0,3,1,30.5,0,0,2,364499,9,0,5
816,0,1,1,29.684746478873237,0,0,2,112058,9,0,5
817,0,3,0,23.0,0,0,2,3101290,27,0,3
818,0,2,1,31.0,1,1,0,2079,21,2,5
819,0,3,1,43.0,0,0,2,7075,3,0,5
820,0,3,1,10.0,3,2,2,347088,9,5,2
821,1,1,0,52.0,1,1,2,12749,9,2,6
822,1,3,1,27.0,0,0,2,315098,9,0,5
823,0,1,1,38.0,0,0,2,19972,9,0,1
824,1,3,0,27.0,0,1,2,392096,9,1,6
825,0,3,1,2.0,4,1,2,3101295,9,5,2
826,0,3,1,29.684746478873237,0,0,1,368323,9,0,5
827,0,3,1,29.684746478873237,0,0,2,1601,9,0,5
828,1,2,1,1.0,0,2,0,2079,21,2,2
829,1,3,1,29.684746478873237,0,0,1,367228,9,0,5
830,1,1,0,62.0,0,0,3,113572,9,0,6
831,1,3,0,15.0,1,0,0,2659,9,1,6
832,1,2,1,0.83,1,1,2,29106,9,2,2
833,0,3,1,29.684746478873237,0,0,0,2671,9,0,5
834,0,3,1,23.0,0,0,2,347468,9,0,5
835,0,3,1,18.0,0,0,2,2223,9,0,5
836,1,1,0,39.0,1,1,0,17756,10,2,3
837,0,3,1,21.0,0,0,2,315097,9,0,5
838,0,3,1,29.684746478873237,0,0,2,392092,9,0,5
839,1,3,1,32.0,0,0,2,1601,9,0,5
840,1,1,1,29.684746478873237,0,0,0,11774,9,0,5
841,0,3,1,20.0,0,0,2,3101287,24,0,5
842,0,2,1,16.0,0,0,2,3,23,0,5
843,1,1,0,30.0,0,0,0,113798,9,0,3
844,0,3,1,34.5,0,0,0,2683,9,0,5
845,0,3,1,17.0,0,0,2,315090,9,0,5
846,0,3,1,42.0,0,0,2,5547,4,0,5
847,0,3,1,29.684746478873237,8,2,2,2343,4,10,5
848,0,3,1,35.0,0,0,0,349213,9,0,5
849,0,2,1,28.0,0,1,2,248727,9,1,7
850,1,1,0,29.684746478873237,1,0,0,17453,9,1,6
851,0,3,1,4.0,4,2,2,347082,9,6,2
852,0,3,1,74.0,0,0,2,347060,9,0,5
853,0,3,0,9.0,1,1,0,2678,9,2,3
854,1,1,0,16.0,0,1,2,17592,10,1,3
855,0,2,0,44.0,1,0,2,244252,9,1,6
856,1,3,0,18.0,0,1,2,392091,9,1,6
857,1,1,0,45.0,1,1,2,36928,9,2,6
858,1,1,1,51.0,0,0,2,113055,9,0,5
859,1,3,0,24.0,0,3,0,2666,9,3,6
860,0,3,1,29.684746478873237,0,0,0,2629,9,0,5
861,0,3,1,41.0,2,0,2,350026,9,2,5
862,0,2,1,21.0,1,0,2,28134,9,1,5
863,1,1,0,48.0,0,0,2,17466,9,0,6
864,0,3,0,29.684746478873237,8,2,2,2343,4,10,3
865,0,2,1,24.0,0,0,2,233866,9,0,5
866,1,2,0,42.0,0,0,2,236852,9,0,6
867,1,2,0,27.0,1,0,0,2149,21,1,3
868,0,1,1,31.0,0,0,2,17590,10,0,5
869,0,3,1,29.684746478873237,0,0,2,345777,9,0,5
870,1,3,1,4.0,1,1,2,347742,9,2,2
871,0,3,1,26.0,0,0,2,349248,9,0,5
872,1,1,0,47.0,1,1,2,11751,9,2,6
873,0,1,1,33.0,0,0,2,695,9,0,5
874,0,3,1,47.0,0,0,2,345765,9,0,5
875,1,2,0,28.0,1,0,0,3381,12,1,6
876,1,3,0,15.0,0,0,0,2667,9,0,3
877,0,3,1,20.0,0,0,2,7534,9,0,5
878,0,3,1,19.0,0,0,2,349212,9,0,5
879,0,3,1,29.684746478873237,0,0,2,349217,9,0,5
880,1,1,0,56.0,0,1,0,11767,9,1,6
881,1,2,0,25.0,0,1,2,230433,9,1,6
882,0,3,1,33.0,0,0,2,349257,9,0,5
883,0,3,0,22.0,0,0,2,7552,9,0,3
884,0,2,1,28.0,0,0,2,34068,5,0,5
885,0,3,1,25.0,0,0,2,392076,25,0,5
886,0,3,0,39.0,0,5,1,382652,9,5,6
887,0,2,1,27.0,0,0,2,211536,9,0,7
888,1,1,0,19.0,0,0,2,112053,9,0,3
889,0,3,0,29.684746478873237,1,2,2,6607,29,3,3
890,1,1,1,26.0,0,0,0,111369,9,0,5
891,0,3,1,32.0,0,0,1,370376,9,0,5
